TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType,Unnamed: 11,Unnamed: 12
22.09.2023 18:00,536682,0137060564-0005,ISSUED,5423,5417.58,5.42,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 17:55,536672,60383931-0003,ISSUED,8782,8773.22,8.78,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 17:37,536631,92781326-0004,ISSUED,22623,22600.38,22.62,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 17:20,536593,0134623357-0019,ISSUED,68620,68551.38,68.62,KZT,EUABFIS,credit,credit 3 months,,
22.09.2023 17:12,536566,0142810543-0001,ISSUED,16201,16184.8,16.2,KZT,EUABFIS,credit,credit 3 months,,
22.09.2023 17:00,536537,0142810206-0001,ISSUED,155258,155102.74,155.26,KZT,EUABFIS,credit,credit 6 months,,
22.09.2023 16:57,536530,59118976-0004,ISSUED,68860,68791.14,68.86,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 16:41,536481,0131272470-0006,ISSUED,22282,22259.72,22.28,KZT,EUABFIS,credit,credit 6 months,,
22.09.2023 16:02,536395,0142800571-0002,ISSUED,11376,11364.62,11.38,KZT,EUABFIS,credit,credit 3 months,,
22.09.2023 15:46,536364,0141227862-0002,ISSUED,24109,24084.89,24.11,KZT,EUABFIS,credit,credit 3 months,,
22.09.2023 15:36,536331,0142800571-0001,ISSUED,9967,9957.03,9.97,KZT,EUABFIS,credit,credit 3 months,,
22.09.2023 15:14,536286,0140714619-0002,ISSUED,135998,135862.0,136.0,KZT,HALYK,credit,credit 36 months,,
22.09.2023 14:59,536249,0141770792-0002,ISSUED,24912,24887.09,24.91,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 14:56,536241,47461060-0002,ISSUED,58567,58508.43,58.57,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 14:08,536155,0142744838-0011,ISSUED,59265,59205.73,59.27,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 14:07,536150,0139513774-0005,ISSUED,61935,61873.06,61.94,KZT,HALYK,credit,credit 36 months,,
22.09.2023 13:36,536097,0142190419-0004,ISSUED,8082,8073.92,8.08,KZT,EUABFIS,credit,credit 3 months,,
22.09.2023 13:32,536088,73629847-0004,ISSUED,14485,14470.51,14.49,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 13:31,536085,0142267239-0007,ISSUED,51117,51065.88,51.12,KZT,EUABFIS,credit,credit 12 months,,
22.09.2023 13:27,536077,48364010-0001,ISSUED,70485,70414.51,70.49,KZT,EUABFIS,credit,credit 6 months,,
22.09.2023 13:12,536040,0138163910-0012,ISSUED,37858,37820.14,37.86,KZT,EUABFIS,credit,credit 6 months,,
22.09.2023 12:40,535981,49674115-0001,ISSUED,9746,9736.25,9.75,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 11:39,535908,0142582464-0003,ISSUED,5218,5212.78,5.22,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 11:21,535863,61002101-0008,ISSUED,6261,6254.74,6.26,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 11:03,535807,0142755891-0006,ISSUED,9650,9640.35,9.65,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 11:01,535801,0142274528-0011,ISSUED,468307,467838.69,468.31,KZT,HALYK,credit,credit 36 months,,
22.09.2023 10:58,535792,0142765789-0002,ISSUED,15831,15815.17,15.83,KZT,EUABFIS,credit,credit 3 months,,
22.09.2023 10:54,535785,72383437-0004,ISSUED,137405,137267.59,137.41,KZT,HALYK,credit,credit 36 months,,
22.09.2023 10:52,535780,0141895327-0009,ISSUED,26418,26391.58,26.42,KZT,FASTCASH,credit,credit 12 months,,
22.09.2023 10:49,535773,0126104934-0037,ISSUED,124576,124451.42,124.58,KZT,HALYK,credit,credit 36 months,,
22.09.2023 10:42,535756,0142483398-0008,ISSUED,69434,69364.57,69.43,KZT,HALYK,credit,credit 36 months,,
22.09.2023 10:29,535728,0142765789-0001,ISSUED,15026,15010.97,15.03,KZT,EUABFIS,credit,credit 3 months,,
22.09.2023 10:39,535694,0142483398-0007,REFUNDED,-69434,-69364.57,-69.43,KZT,HALYK,credit,credit 36 months,,
22.09.2023 10:18,535694,0142483398-0007,ISSUED,69434,69364.57,69.43,KZT,HALYK,credit,credit 36 months,,
22.09.2023 0:38,535597,0127898992-0003,ISSUED,92202,92109.8,92.2,KZT,EUABFIS,credit,credit 9 months,,
22.09.2023 17:38,534778,0142261281-0004,REFUNDED,-117803,-117685.2,-117.8,KZT,EUABFIS,credit,credit 24 months,,
